image_path,speed,steering_angle,discrete_speed,discrete_steering,rationale
../data/comma2k19/Chunk_1/b0c9d2329ad1606b|2018-08-03--10-35-16/4/preview.png,34.795833333333334,-4.5,65+ mph,Straight,"1. Speed  
- The vehicle is driving on a multi-lane freeway/interstate highway. Typical speeds in this environment range from 65 to 75 mph.  
- Conditions are clear and dry with good visibility. These favorable conditions support maintaining normal highway speeds.  
- Other agents include a black sedan in the left lane, a white sedan ahead in the center lane, and a box truck in the right lane. They are traveling straight at consistent speeds. There are no slow-moving vehicles immediately cutting in or braking sharply, so the driver can safely maintain highway speed.  

2. Steering Angle  
- The lane ahead is essentially straight with no significant curvature.  
- There are no obstacles (debris, stalled vehicles) impeding the lane. Concrete barriers line the left side, but they do not require steering adjustments.  
- Other vehicles are holding their lanes and speeds; there is no need for evasive steering. The driver should keep the wheels centered.  

3. Predicted Discrete Action  
```json
{
    ""speed"": ""65+ mph"",
    ""steering"": ""Straight""
}
```"
../data/comma2k19/Chunk_1/b0c9d2329ad1606b|2018-08-02--16-41-38/12/preview.png,29.569444444444446,-0.3,55-65 mph,Straight,"1. Speed  
- The vehicle is driving on a multi-lane divided freeway. Typical posted speeds in this environment range from 65–75 mph, with actual traffic often flowing around 60–70 mph.  
- The conditions are clear and dry under bright daylight. With good visibility and dry pavement, the driver can comfortably maintain near the posted limit, but must remain vigilant for traffic flow changes.  
- Other agents: there are several passenger cars ahead in the center and right lanes, spaced at safe but not excessive gaps. They may slow or change lanes unpredictably. The driver should match the freeway flow (avoiding tail-gating) and be prepared to softly decelerate if the lead cars brake or merge.

2. Steering Angle  
- The lane ahead is essentially straight, with only a very gentle grade and no significant curvature.  
- No static obstacles (debris, stalled vehicles, barrier encroachments) appear in the driver’s path.  
- Other agents: surrounding vehicles are all maintaining lane discipline. There are no bicyclists or pedestrians. As long as the vehicle remains centered in its lane, no steering adjustment beyond minimal straight-ahead alignment is required.

3. Predicted Discrete Action  
{
    ""speed"": ""55-65 mph"",
    ""steering"": ""Straight""
}"
../data/comma2k19/Chunk_1/b0c9d2329ad1606b|2018-07-29--11-17-20/3/preview.png,9.79513888888889,-1.8,5-35 mph,Straight,"1. Speed  
- The vehicle is driving on city streets in a residential/urban neighborhood. Typical speeds here range from 25–35 mph (often posted as 25 mph).  
- The driving conditions appear to be dry pavement under overcast skies, with good visibility and no precipitation. This allows maintaining normal city speeds but does not warrant higher speeds due to potential hidden hazards.  
- Parked cars line both sides of the street. Pedestrians or cyclists could emerge between parked vehicles or from sidewalks. Vehicles might back out of driveways. To allow sufficient reaction time for any sudden movements, the driver should modulate speed toward the lower end of the city limit.

2. Steering Angle  
- The roadway ahead is essentially straight with a very gentle uphill grade. There is no significant left or right curvature.  
- There are no immediate obstacles in the travel lane; the trolley rails are flush with the road surface. However, the driver should maintain center of lane to avoid stray debris near the rail grooves.  
- With parked cars on both sides, there is a small risk of a door opening or a pedestrian stepping out. Remaining centered and steady in the lane ensures maximum clearance and preparedness to adjust steering if needed.

3. Predicted Discrete Action  
{
    ""speed"": ""5-35 mph"",
    ""steering"": ""Straight""
}"
../data/comma2k19/Chunk_1/b0c9d2329ad1606b|2018-08-01--21-13-49/5/preview.png,17.115277777777777,-1.1,35-55 mph,Straight,"1. Speed  
- The vehicle is on a multi-lane urban arterial at night. Typical posted limits on such roads range from 35–45 mph; vehicles often travel up to 55 mph when traffic is light.  
- Conditions appear clear and dry at night. There is no precipitation or fog, so traction is good. However, night driving reduces visual range, so the driver should avoid the upper extreme of the speed range.  
- Other agents:  
  • A lead car is visible ahead in the same lane at a moderate following distance. It may slow unexpectedly or change lanes.  
  • Oncoming traffic in the median lanes poses no direct speed hazard but indicates this is not a high-speed freeway.  
  • No pedestrians or cyclists are visible, but darkness could hide them near intersections or driveways.  

  To maintain safety, the driver should choose a moderate urban arterial speed that allows quick braking if the lead car slows or a hazard appears.

2. Steering Angle  
- The lane marking ahead is straight with no visible curvature.  
- No obstacles (debris, stalled vehicles, or construction cones) intrude into the lane.  
- Other agents:  
  • The lead vehicle may drift or swerve slightly if avoiding something, so the driver must stay centered and be prepared to make small steering corrections.  
  • Oncoming headlights do not encroach into the lane.  

  With a straight road and clear lane, minimal steering input is needed: keep wheels pointed forward and be ready for minor adjustments if the lead car maneuvers.

3. Predicted Discrete Action  
{
    ""speed"": ""35-55 mph"",
    ""steering"": ""Straight""
}"
../data/comma2k19/Chunk_1/b0c9d2329ad1606b|2018-08-06--10-04-53/36/preview.png,0.0,-0.5,0-5 mph,Straight,"1. Speed  
- The vehicle is on a multi-lane urban street approaching an intersection controlled by traffic lights. Typical travel speeds here are in the 25–35 mph range when moving.  
- Weather is clear and dry, so normal traction is available. However, the red signal ahead requires the vehicle to decelerate to a stop.  
- Several other vehicles (an SUV directly ahead, a sedan to the right, a pickup to the left) are already stopped at the light. They have no intention of moving forward until the light turns green. No pedestrians are visible, but cross-traffic could start moving once the light changes. These factors dictate keeping the speed very low and fully stopped (0–5 mph) until the signal permits proceeding.

2. Steering Angle  
- The travel lane is straight with no noticeable curvature.  
- There are no obstacles in the immediate path; the road ahead is clear except for the stopped vehicles.  
- Other agents remain stationary; no evasive steering is required. The driver should maintain a straight steering angle, aligned with the lane center, in anticipation of a straight-through green signal.

3. Predicted Discrete Action  
{
    ""speed"": ""0-5 mph"",
    ""steering"": ""Straight""
}"
../data/comma2k19/Chunk_1/b0c9d2329ad1606b|2018-07-27--06-50-48/8/preview.png,29.86180555555556,-3.5,55-65 mph,Straight,"1. Speed  
- Where is the vehicle driving? What is a typical speed in this environment?  
  - The scene is a multi-lane freeway at night. Typical posted speeds on such freeways range from 55 to 70 mph depending on the jurisdiction.  
- What are the driving conditions? How should this impact speed?  
  - It is dark with limited ambient lighting. The windshield shows water droplets or dirt but no active precipitation. Nighttime visibility is reduced, so a slightly more cautious speed within the legal range is prudent.  
- What other agents are in the scene? What are their potential actions? How should that impact speed?  
  - Several vehicles are driving ahead in adjacent lanes. They may brake unexpectedly or change lanes. Maintaining a safe following distance and scanning for brake lights or turn signals means sustaining a steady speed but being ready to decelerate.  

2. Steering Angle  
- What is the curvature of the lane?  
  - The freeway lanes appear straight with no significant curvature.  
- Are there any potential obstacles in the driver’s way? If so, how should the driver steer to avoid these obstacles?  
  - No debris or construction barrels are visible. The lanes are clear. Standard lane-centered steering is appropriate.  
- What other agents are in the scene? What are their potential actions? How should that impact steering?  
  - Other vehicles could drift or change lanes. The driver should maintain lane centering and make minor steering corrections (“straight”) while monitoring side mirrors for encroaching vehicles.  

3. Predicted Discrete Action  
{  
    ""speed"": ""55-65 mph"",  
    ""steering"": ""Straight""  
}"
../data/comma2k19/Chunk_1/b0c9d2329ad1606b|2018-07-30--13-03-07/15/preview.png,10.5375,2.2,5-35 mph,Straight,"1. Speed  
- The vehicle is driving on a multi-lane city street with parked cars on both sides and a posted speed limit sign around 40 mph. Typical speeds in this environment range from 35–45 mph when traffic is light.  
- The weather is overcast but the road surface appears dry and clear. Under these conditions one can safely maintain posted speeds, but should remain alert for hidden hazards (e.g., wet leaves, oil).  
- There are other moving vehicles ahead in the same lane and adjacent lanes, plus parked cars lining the curb. These could suddenly slow, merge, or open doors. Pedestrians might step off the curb between parked cars. To allow a safe reaction margin, the driver should travel below the maximum limit.  

2. Steering Angle  
- The lane ahead is essentially straight, with no sharp curves visible.  
- Parked vehicles along both sides pose potential obstacles if a driver or passenger suddenly opens a door or pulls out. Keeping the vehicle centered in the lane minimizes this risk.  
- Moving cars in neighboring lanes could drift inward or change lanes. Maintaining a straight heading with minor adjustments ensures the vehicle stays predictably in its lane and gives time to respond to any unexpected incursions.  

3. Predicted Discrete Action  
{  
    ""speed"": ""5-35 mph"",  
    ""steering"": ""Straight""  
}"
../data/comma2k19/Chunk_1/b0c9d2329ad1606b|2018-07-27--06-03-57/4/preview.png,1.2951388888888893,3.3,0-5 mph,Straight,"1. Speed  
- The vehicle is at a multi-lane city street intersection controlled by traffic lights. Typical travel speeds on such roads range from 25 to 35 mph.  
- It is nighttime and the roadway appears damp (reflections on the pavement), reducing tire grip and visibility. Under these conditions the driver should proceed with extra caution and be prepared to stop or slow more rapidly.  
- Three other vehicles are stopped at the red light (one in each lane ahead). There are no pedestrians visible crossing, but turn signals or sudden lane changes by those vehicles could occur. Maintaining a very low speed, approaching zero, allows the driver to avoid rear-ending the car ahead and react if another vehicle paces forward abruptly.

2. Steering Angle  
- The vehicle’s lane is straight through the intersection; there is no curve to negotiate.  
- No obstacles (potholes, debris, pedestrians) are present in the immediate lane.  
- The adjacent vehicles on the left and right are stopped and not intruding into the lane. Keeping the wheel centered ensures the car will proceed straight when the light turns green without drifting.

3. Predicted Discrete Action  
{
    ""speed"": ""0-5 mph"",
    ""steering"": ""Straight""
}"
../data/comma2k19/Chunk_1/b0c9d2329ad1606b|2018-08-17--12-07-08/34/preview.png,28.19375,0.5,55-65 mph,Straight,"1. Speed  
- The vehicle is driving on a multi-lane freeway. Typical speeds on such freeways range from 55 to 70 mph, depending on the posted limit.  
- Conditions are clear and dry with good visibility. In clear, dry conditions, the vehicle can safely travel near the posted limit but should still account for traffic flow and maintain a safe following distance.  
- Other agents: several passenger cars and light trucks are visible in adjacent lanes and ahead. They appear to be maintaining steady speeds with no sudden braking. There is potential for a merging vehicle from an on-ramp up ahead (signage and barrier locations suggest an entrance). To allow for a smooth merge and maintain safety, the driver should keep pace with traffic (around 60 mph) and be prepared to slightly adjust speed if a vehicle enters.

2. Steering Angle  
- The lane ahead is essentially straight with minimal curvature. The highway does not show any significant bend left or right in the immediate view.  
- No static obstacles (debris, stalled vehicles) are visible in the current lane. The shoulder and median are clear.  
- Other agents: nearby vehicles in neighboring lanes are maintaining lanes predictably. There is low risk of sudden lane-crossing because traffic is not congested. Steering should remain centered in the lane, with only small adjustments to stay equidistant from lane markings and to respond if a merging vehicle enters.

3. Predicted Discrete Action  
Provide your final discrete predictions using ONLY the allowed values:

{
    ""speed"": ""55-65 mph"",
    ""steering"": ""Straight""
}"
../data/comma2k19/Chunk_1/b0c9d2329ad1606b|2018-07-31--20-50-28/7/preview.png,0.0,15.2,0-5 mph,Left,"1. Speed  
- Environment: The vehicle is at a city street intersection controlled by traffic lights. Typical driving speeds in this setting range from 25–35 mph.  
- Conditions: It is nighttime with clear, dry pavement and good visibility of lane markings. Under these conditions, normal cruising speed would still be 25–35 mph, but the red signal requires slowing to a stop.  
- Other agents: Cross-traffic has a green or yellow light, and oncoming vehicles are approaching the intersection. Pedestrians could enter the crosswalk on the green. These factors mandate reducing speed to a full stop (0 mph) until the light changes and the intersection is clear.

2. Steering Angle  
- Lane curvature: The lanes ahead are straight, but the vehicle is positioned in the left-turn bay.  
- Obstacles: A concrete splitter island and safety railing are visible to the right; steering must keep the vehicle clear of these.  
- Other agents: No vehicles are impinging on the turn lane, but oncoming traffic occupies the opposite direction lanes. To prepare for the left turn once the light changes, the wheels should be aligned slightly left to stay centered in the turn bay and avoid the median.

3. Predicted Discrete Action  
{
    ""speed"": ""0-5 mph"",
    ""steering"": ""Left""
}"
../data/comma2k19/Chunk_1/b0c9d2329ad1606b|2018-08-17--12-07-08/40/preview.png,4.5875,-8.2,5-35 mph,Right,"1. Speed  
- The vehicle is on a multi-lane city street approaching an intersection. Typical speeds in this environment range from 25–35 mph, but when approaching a stop line or navigating traffic lights, actual speeds are often lower (around 5–35 mph).  
- Weather and road conditions appear clear and dry, so there’s no need for additional speed reduction beyond normal city driving practice.  
- There are several other vehicles stopped or rolling slowly in adjacent lanes. Cross-traffic could still enter the intersection on a green turn arrow, and pedestrians could step off the curb. To maintain safe following distance and be prepared to stop, the driver should keep speed in the lower city range.  

2. Steering Angle  
- The road ahead is mostly straight but gently curves to the right just past the intersection.  
- There are no static obstacles in the vehicle’s immediate path. All vehicles are properly aligned in their lanes, and lane markings clearly define the travel path.  
- Other drivers in adjacent lanes may drift or change lanes, especially trucks on the right. To stay centered in the lane and smoothly follow the roadway curvature, the driver needs a slight right steering correction.  

3. Predicted Discrete Action  
{
    ""speed"": ""5-35 mph"",
    ""steering"": ""Right""
}"
../data/comma2k19/Chunk_1/b0c9d2329ad1606b|2018-07-27--06-03-57/11/preview.png,31.342361111111114,-0.3,65+ mph,Straight,"1. Speed  
- The vehicle is driving on a multi-lane freeway at night. Typical speeds on this kind of roadway range from 55–70 mph, depending on the posted limit.  
- It appears to be dark and the windshield shows light smearing or droplets, suggesting a wet surface or recent rain. Wet pavement should prompt a modest speed reduction to maintain traction and stopping distance.  
- There are a few vehicles visible ahead in adjacent lanes, all with steady tail lights and no sudden braking. Maintaining highway speed while preserving a safe following gap is appropriate.

2. Steering Angle  
- The lane ahead is straight with clearly marked dashed lines; there is no noticeable curvature requiring a turn.  
- No immediate obstacles (debris, stalled vehicles) are visible in the lane.  
- Other vehicles remain centered in their lanes without weaving; minimal steering correction is needed to stay centered.

3. Predicted Discrete Action  
{
    ""speed"": ""65+ mph"",
    ""steering"": ""Straight""
}"
../data/comma2k19/Chunk_1/b0c9d2329ad1606b|2018-08-06--10-04-53/35/preview.png,13.670833333333333,0.6000000000000001,5-35 mph,Straight,"1. Speed  
- The vehicle is on a multi-lane urban arterial (city streets with a center turn lane, sidewalks, and adjacent buildings). Typical speed limits here range from 25–35 mph.  
- Weather/road conditions appear dry and overcast. No precipitation or low-traction hazards are present, so there is no need to reduce speed below a safe urban cruising pace.  
- Other agents: several passenger cars and a light truck are traveling in the same direction, with moderate spacing. Oncoming traffic occupies the left lanes. No pedestrians are currently crossing, but there are sidewalks and parked vehicles nearby, so the driver should remain alert and avoid sudden braking. The presence of preceding vehicles suggests maintaining a moderate following distance and speed in the 5–35 mph band (ideally toward the upper end, ~25 mph, but within that bracket).

2. Steering Angle  
- The lane ahead is essentially straight, with only a very gentle alignment following the road.  
- No immediate obstacles (potholes, debris, or stalled vehicles) are visible in the driver’s path. The curb and tree line on the right are static hazards but are well outside the lane.  
- Other agents are staying within their lanes; no swerving or encroachment is evident. Pedestrians are on the sidewalk, not in the roadway. Thus, no evasive steering is required — maintain a straight trajectory centered in the lane.

3. Predicted Discrete Action  
{
    ""speed"": ""5-35 mph"",
    ""steering"": ""Straight""
}"
../data/comma2k19/Chunk_1/b0c9d2329ad1606b|2018-08-17--14-17-47/7/preview.png,10.006944444444446,-0.4,5-35 mph,Straight,"1. Speed  
- Environment: The vehicle is on a multi-lane city street approaching an intersection controlled by traffic lights. Typical speeds here are in the 25–35 mph range.  
- Conditions: The pavement appears dry and the sky overcast but visibility is good. There’s no rain or snow to mandate heavy speed reduction; normal city speeds are appropriate, with some extra caution if lighting is poor.  
- Other agents: There is a lead car slowing slightly as it approaches the intersection and parked vehicles along the curb. Pedestrians are visible on the sidewalks but not yet in the roadway. To allow a safe reaction if the lead car brakes or a pedestrian steps off the curb, maintain a moderate city speed rather than accelerating to the maximum.

2. Steering Angle  
- Lane curvature: The lane ahead is straight through the intersection. There’s no left or right bend.  
- Obstacles: No debris or sudden obstacles are in the path; vehicles are parked outside the travel lane.  
- Other agents: The lead car might decelerate, but it stays centered in its lane. No cyclists or turning vehicles crowding our lane. Keep the wheel aligned straight to track the lane center.

3. Predicted Discrete Action  
```json
{
    ""speed"": ""5-35 mph"",
    ""steering"": ""Straight""
}
```"
